llm_score_x,vector_distance_y
0.5,0.8288873434066772
0.1,0.91452806442976
0.1,0.9892926439642906
0.1,1.0500620938837528
0.1,1.1077380925416946
0.5,0.9829700216650963
0.5,0.8884534537792206
0.5,1.0160198006778955
0.1,0.6761292815208435
1.0,1.039209246635437
0.0,0.5362648963928223
0.5,1.0805882513523102
0.1,1.0717179626226425
0.1,0.8953506574034691
0.5,0.9665901735424995
0.5,0.7565491050481796
0.5,0.9063845723867416
0.1,0.8221882879734039
1.0,0.8590874671936035
0.1,0.889448992908001
0.1,0.9809942785650492
0.0,0.9754363615065813
0.1,0.9289755448698997
0.1,0.9311115443706512
0.5,1.029405850917101
0.1,0.9506662636995316
0.1,0.9635400101542473
0.0,0.9842459410429001
0.5,1.0238534919917583
0.1,0.9453322105109692
0.1,1.0002602003514767
0.5,0.812910184264183
1.0,0.861634224653244
0.1,0.7113592028617859
0.1,1.0256187096238136
0.5,0.784796953201294
0.1,0.9102102220058441
0.1,0.9391729831695557
0.1,0.8923563659191132
0.5,0.7853198945522308
0.1,0.9362675249576569
0.0,0.7318539023399353
0.1,0.829988107085228
0.1,0.9572480320930481
0.0,0.8650878071784973
0.1,1.029284093528986
0.5,1.076065793633461
0.1,0.8048995286226273
0.1,1.007881723344326
0.5,0.8690561950206757
0.5,0.929986909031868
0.5,1.0123113133013248
0.1,0.7966021299362183
0.1,0.6841922700405121
0.1,0.9007415771484375
0.5,0.9232538789510727
1.0,0.9975419882684946
0.5,0.8859035521745682
0.1,0.9375177472829819
0.0,1.0136505458503962
0.1,0.7369043231010437
0.1,0.796227365732193
0.1,0.9297819882631302
0.0,0.979323897510767
0.1,0.9629944153130054
0.1,0.8948836624622345
0.1,0.8200438916683197
0.1,0.8365790247917175
0.5,0.8568781763315201
0.5,0.9707601089030504
0.1,1.0425915941596031
0.1,0.8955721855163574
0.1,0.9698183313012123
0.1,0.9048358574509621
0.1,0.9902785420417786
0.1,0.9373565167188644
1.0,0.9674265682697296
0.1,0.934715211391449
1.0,1.00858985632658
0.5,1.0305862817913294
0.1,0.6559033989906311
0.1,0.8383490443229675
0.5,1.0483772866427898
0.1,0.960012398660183
0.1,0.9116543084383011
1.0,0.9013981819152832
1.0,1.0227220077067614
0.5,0.9180106818675995
0.1,0.7855016440153122
0.5,1.0067505855113268
0.0,1.0401132740080357
0.0,0.7783938348293304
0.5,1.0146610252559185
0.5,0.8044149577617645
0.1,0.9822090417146683
0.0,1.0171433985233307
0.1,0.9462020099163055
0.0,1.0228386670351028
0.1,0.9242376685142517
1.0,1.039154913276434
0.1,0.9989471472799778
1.0,0.9765876270830631
0.5,0.939559917896986
0.1,0.7845691740512848
0.1,0.9389994144439697
0.5,0.8333946913480759
0.1,1.0021366691216826
0.1,0.9154390320181847
0.1,0.8304950892925262
1.0,0.7689017951488495
0.1,0.9192148223519325
0.1,0.8301911354064941
0.1,0.9359739646315575
1.0,0.9578721448779106
0.1,1.0372735410928726
1.0,0.9601173885166645
0.1,0.9137048721313477
0.1,1.0101956240832806
0.1,0.7780336439609528
0.1,0.6209690570831299
0.5,0.7781323790550232
0.5,0.9588552415370941
0.1,0.8530023097991943
0.0,1.010919252410531
0.1,1.013025326654315
0.1,0.85758475959301
0.1,0.8262117952108383
0.5,0.8173137903213501
0.5,0.9914307119324803
0.5,1.062848649919033
0.0,0.9834265690296888
0.1,0.8840063512325287
0.5,1.0071762055158615
0.1,0.9827999286353588
1.0,1.0079570319503546
0.1,0.8416638225317001
0.0,1.0100005101412535
0.1,0.9115459397435188
0.1,0.9863302689045668
1.0,1.026761332526803
0.5,0.9492542259395123
0.1,0.9338891878724098
0.0,1.0590093433856964
0.1,0.8989526107907295
0.1,0.902328796684742
0.1,0.9499643556773663
0.1,0.8189975619316101
0.1,0.7966748476028442
0.0,0.972850639373064
0.0,1.0684488862752914
1.0,0.9584033712744713
0.5,1.0265995562076569
1.0,0.9776714593172073
0.1,0.8892590180039406
0.0,0.7456803321838379
0.1,0.8738753348588943
0.1,0.9412971585988998
0.1,0.9477897509932518
0.1,0.8655406832695007
0.1,0.8319399654865265
0.5,0.9960871264338493
0.1,0.9088665992021561
0.1,0.80218605697155
0.1,0.8566886782646179
0.1,0.8614133298397064
0.1,0.8306544274091721
0.5,1.0296529158949852
1.0,0.9943618625402451
0.0,0.9876117631793022
0.1,0.8528091460466385
0.1,1.0312433280050755
0.5,0.9304907321929932
0.1,1.0521552823483944
0.1,0.9059865027666092
0.5,0.9736338555812836
0.1,0.8279245644807816
0.1,0.9341787248849869
0.5,1.0587637163698673
0.1,0.9167665094137192
0.1,0.8514822423458099
0.1,0.9460825137794018
1.0,0.988136749714613
0.1,0.9913563830778003
0.1,1.0145112499594688
0.5,0.6770152449607849
1.0,0.8960007652640343
0.1,0.8110194653272629
0.5,0.9801123980432749
0.1,0.9428498670458794
0.1,0.7081563472747803
0.1,0.8544065803289413
0.1,0.8148283064365387
0.5,0.8614168912172318
0.1,0.9982465002685785
0.1,0.8802735880017281
0.1,0.8387545198202133
0.1,0.8726504147052765
0.1,0.9765362869948149
0.5,1.008399941958487
0.5,1.0254881531000137
0.1,0.8539280891418457
0.5,0.7709292471408844
1.0,0.8743827044963837
0.5,0.9289500489830971
0.1,0.9206363186240196
0.5,1.1152239069342613
0.1,0.84285107254982
0.5,1.0510351806879044
0.0,0.8513862788677216
1.0,0.9205595403909683
0.1,0.7955324202775955
0.1,0.9432936683297157
0.5,0.9239276871085167
0.5,0.9473443105816841
0.5,1.0297194607555866
0.1,1.0146861895918846
0.5,0.9487849213182926
0.1,0.8355533629655838
1.0,0.9313626512885094
0.1,0.9801122788339853
1.0,0.8736221045255661
0.1,0.9301850199699402
1.0,1.0446264073252678
0.5,0.9847794556990266
1.0,0.9836748875677586
0.1,0.9362518712878227
0.5,0.873065173625946
0.1,0.9838755130767822
0.1,0.9795812014490366
0.1,0.8088779151439667
0.5,0.788864403963089
0.0,1.0327105931937695
0.1,0.933723695576191
0.5,0.77032870054245
1.0,1.0301665849983692
0.1,0.7973665446043015
0.1,0.992565082386136
0.1,0.912574827671051
0.1,0.9084794670343399
1.0,1.0626342967152596
0.5,0.9183166325092316
0.1,0.7947113811969757
0.0,0.9849464371800423
0.5,0.8603814542293549
0.0,0.9824842400848866
0.5,0.8974739611148834
0.1,0.8627292513847351
0.1,0.9628422148525715
0.1,0.7785171568393707
0.5,0.9073197171092033
0.0,0.9866217812523246
0.1,0.8294578790664673
0.1,0.9033771529793739
0.1,0.9473036266863346
0.1,0.9374955147504807
0.0,1.0063719376921654
0.1,0.9318934679031372
0.1,1.02945913746953
0.5,0.7211120128631592
0.5,0.9790468104183674
0.1,0.8675888180732727
0.5,0.9022038727998734
0.5,1.1196480318903923
0.1,0.7336344122886658
0.5,0.9623492658138275
0.5,1.046087272465229
0.5,1.0313793867826462
0.0,1.029942974448204
0.5,1.0366155989468098
0.1,0.9141766279935837
0.5,0.9014506712555885
0.5,0.6437531113624573
0.5,0.708508163690567
0.1,1.0162694342434406
0.5,1.0797740742564201
0.1,0.9448619931936264
1.0,0.9121260493993759
0.1,0.8797766789793968
0.0,0.9813844040036201
1.0,0.9524838477373123
0.0,0.9872651305049658
0.1,0.8948286026716232
0.1,0.7499021887779236
0.1,1.0334028229117393
0.1,0.915843740105629
0.1,0.9867396522313356
0.1,0.7631051242351532
0.1,0.8364547342061996
0.0,1.0406445562839508
0.1,0.8053666353225708
0.5,0.9318400323390961
0.1,0.7311574816703796
0.1,0.7479040622711182
1.0,1.0383282788097858
0.1,0.7798656672239304
0.1,0.8642443418502808
0.1,0.8798896372318268
0.1,0.9175656139850616
0.1,0.8447346389293671
0.1,0.9463032111525536
0.5,0.9449816532433033
0.0,0.9895694274455309
0.1,0.8923169374465942
0.5,0.7814558893442154
0.1,1.0033841207623482
0.1,0.9460738115012646
0.5,0.9115437641739845
0.1,0.7197274565696716
0.5,0.9462874084711075
0.5,0.9944272451102734
0.1,0.8388998210430145
0.1,0.8971681296825409
0.1,0.8301041126251221
0.1,0.9940920132212341
0.1,0.9399115927517414
0.1,1.0101650394499302
0.5,0.774397075176239
0.1,0.9077168107032776
0.1,0.9413878917694092
0.5,0.9427268877625465
0.5,0.8202334046363831
0.5,0.8595468699932098
0.1,0.763661339879036
0.5,0.9321864172816277
0.1,0.9430758766829967
0.1,0.8063421994447708
0.5,0.9936991389840841
0.5,0.9283642321825027
0.1,0.9097710251808167
0.1,0.8241131156682968
1.0,0.9106541574001312
0.5,0.8530536741018295
0.1,0.9374366924166679
0.0,1.0720759183168411
1.0,0.8858938738703728
0.1,0.9516588151454926
0.1,0.9525444433093071
0.1,0.9304110184311867
0.5,0.9678961336612701
0.5,0.9930239003151655
0.0,1.0691789984703064
0.0,0.9926545787602663
0.1,0.8781999796628952
0.1,0.9738354459404945
0.1,0.9063088074326515
0.5,0.9766478445380926
1.0,0.9188896715641022
0.1,0.9463688060641289
0.1,1.0045938417315483
0.5,0.9634200669825077
0.1,0.8446293622255325
0.1,0.8351038694381714
0.5,0.7683129608631134
0.5,0.9023299291729927
0.0,1.009688401594758
0.1,1.0004137717187405
0.0,0.9543587937951088
0.1,0.7866303026676178
1.0,1.0075157303363085
0.0,0.9895605146884918
0.1,0.8904069885611534
0.1,0.8833996579051018
0.5,0.7772176116704941
0.1,0.8567636013031006
0.1,0.9867917168885469
0.1,0.8397765159606934
0.5,1.0441808626055717
0.1,1.0163260959088802
0.1,0.9466252252459526
0.1,0.5676606297492981
0.1,0.9295454025268555
0.1,0.9917158968746662
0.0,1.0438184328377247
0.1,0.9684748128056526
0.5,0.8992054685950279
0.1,0.7821502983570099
0.5,0.8511724472045898
0.0,0.9932204345241189
0.5,0.9935286547988653
0.1,0.8090827614068985
