query_idx,query_gt_id,doc_id,llm_score,cross_score,distance
3,9488747,283e4639-a840-4046-9986-8e1892a21981,1.0,2.049253463745117,0.0
3,9488747,5752822a-ef26-47d2-8e66-88361fce75f9,0.4,-4.189736366271973,0.2676057815551758
3,9488747,6c623d52-ff20-42f8-94c9-4993189387a0,0.3,-4.454626560211182,0.3553776144981384
3,9488747,d7eb85bb-3bab-4a4d-926f-7328973d3981,0.2,-6.895149230957031,0.38985419273376465
3,9488747,68d69ce2-def3-44f7-95d3-6ffcca58d658,0.3,-5.452770233154297,0.3305013179779053
3,9488747,d608bbb5-37a2-43df-b953-bb0e5ff7cec2,0.3,-7.940245628356934,0.4555220603942871
3,9488747,71c26243-f24e-4492-b968-4353443982d6,0.4,-7.793352127075195,0.420613169670105
3,9488747,d41ed070-51a2-401f-ad61-023b23d4f332,0.1,-6.795599460601807,0.3327483534812927
3,9488747,f81440f4-b0a5-471e-9bcd-81e451426b04,0.3,-8.748740196228027,0.35915786027908325
3,9488747,51de7081-9d88-4eca-a08e-d583b4923c21,0.3,-9.230064392089844,0.40500593185424805
3,9488747,683098e7-8233-48a6-9adf-6f9ec915e610,0.2,-8.254714965820312,0.40882182121276855
3,9488747,d2363aec-1005-4221-b9da-86bce56a01e6,0.3,-6.536194801330566,0.4237067699432373
3,9488747,917a6a3a-87e3-43df-ae4d-c8192da94133,0.3,-9.703479766845703,0.43781566619873047
3,9488747,c3728d61-63d5-4d94-b8e7-ba2d905a3f80,0.2,-5.854893207550049,0.4169957637786865
3,9488747,2bc38dbd-84d7-42ba-8651-92425aad69b4,0.3,-5.525520324707031,0.41546761989593506
3,9488747,69efd4a7-0bc1-46af-aa66-b498b5b151ad,0.1,-3.3062713146209717,0.35368478298187256
3,9488747,0bb00f07-a83f-467e-a8f2-4c75711d9011,0.3,-8.070680618286133,0.42009830474853516
3,9488747,a3d6e27a-350b-4f4c-acfe-634ca446e6ed,0.3,-6.305023193359375,0.45192408561706543
3,9488747,36664cc3-c4ed-4929-862c-3e820a11b4ee,0.1,-9.217243194580078,0.3867148160934448
3,9488747,e8a586e2-b659-4ef8-b9c9-2513771a0e1c,0.3,-8.334403038024902,0.4355542063713074
3,9488747,21b488cb-656c-466f-b89c-c87009a46d77,0.2,-9.322505950927734,0.4043292999267578
3,9488747,a1e35e72-7b04-461a-b918-721a48a1dab1,0.3,-4.479461669921875,0.38964641094207764
3,9488747,047ea58d-4e82-40af-80e3-c333d2654b55,0.2,-9.379414558410645,0.414042592048645
3,9488747,47c28381-ae22-46a4-b8ce-e52b5086a69a,0.1,-9.50335693359375,0.40341365337371826
3,9488747,dfd8458d-9210-40a7-a382-058118946b05,0.3,-8.403311729431152,0.36925792694091797
3,9488747,b6441ae8-0bd7-4628-bb96-b40e29469216,0.3,-3.9697632789611816,0.4046173095703125
