query_idx,query_gt_id,doc_id,llm_score,cross_score,distance
2,16418930,8fda051a-6c2b-45df-81ea-a4708715e0eb,1.0,6.693212032318115,0.0
2,16418930,d976c035-8445-446d-95b6-3bb87c312b43,0.3,-0.5970359444618225,0.258339524269104
2,16418930,bc8b86de-3fd6-4ad5-99b8-c59c88532785,0.5,-2.430410385131836,0.2714024782180786
2,16418930,226c85ff-ff27-404c-8a4d-00e880238be9,0.3,-0.7772618532180786,0.257199764251709
2,16418930,441b8e12-c47e-451e-a6a9-5d060dcbe844,0.4,-1.7917654514312744,0.34180748462677
2,16418930,bd5a3b27-5a9e-4216-bf98-b35d379df394,0.3,-7.723418235778809,0.30026566982269287
2,16418930,e4448385-2f67-4a77-afb3-c099331609b8,0.5,-1.9797024726867676,0.28572869300842285
2,16418930,cae3c76e-7463-49dc-9571-6462aecf3e03,0.5,4.613603591918945,0.3501276969909668
2,16418930,0289cbbc-4611-4d1f-ac2d-372798b596b2,0.4,-2.5275611877441406,0.35123103857040405
2,16418930,31fa315f-a0dd-4c56-86be-c7f465f9c853,0.3,-5.712828636169434,0.24211978912353516
2,16418930,30ca1a0b-f372-4674-bbe7-bff82df27620,0.6,-1.6792163848876953,0.2416459321975708
2,16418930,35b5a2f1-4d0e-411e-aee5-bde7802b35d7,0.3,-1.3754351139068604,0.2782500386238098
2,16418930,fc627a30-88e7-4aa5-9073-36dc6d717a63,0.4,0.8183205723762512,0.27644026279449463
2,16418930,67b11ad9-52b1-4bdd-aaba-21a30a8c5081,0.3,-4.649770736694336,0.3084503412246704
2,16418930,fc5f576a-ca9c-45af-b8db-2db8f8ab2cb2,0.2,-8.030726432800293,0.3221036195755005
2,16418930,200186fc-feaa-40fa-b628-fa96a7c5aca0,0.2,-8.772732734680176,0.3295431137084961
2,16418930,fc0aa2bf-adf0-4333-9f23-6af2c555e81f,0.1,-10.13096809387207,0.3176894187927246
2,16418930,046c2a20-e642-49a2-a9cf-ded16ea48096,0.0,-10.237972259521484,0.3050383925437927
2,16418930,5bd0556a-6b32-4b4b-9a00-7b26f198d582,0.1,-7.643841743469238,0.332703173160553
2,16418930,d096e1d6-3f39-4135-8f52-9e3d7fd6d622,0.3,-0.8715697526931763,0.2775874137878418
2,16418930,d894ffce-9a11-4169-af83-3b3fd28ad191,0.6,-3.346003532409668,0.2640875577926636
2,16418930,97ecce56-71c1-4d9f-b3e2-c0b0757244fe,0.5,0.7244147062301636,0.2799726128578186
2,16418930,15848f1c-c375-4773-83d0-e799bfc0a5a7,0.1,-9.92918872833252,0.31804347038269043
2,16418930,b35316e6-9ccb-4efd-a0d7-b859f106a45f,0.3,-1.0415778160095215,0.31274187564849854
2,16418930,1a3ef43c-0464-457f-bbc7-b081f5842b31,0.5,-6.462042808532715,0.28194642066955566
2,16418930,dd86a010-5b44-4e7d-9c13-206adcfb70d6,0.4,-7.099315643310547,0.31251513957977295
2,16418930,db2e9092-e394-4fe1-81d4-2c9c8437ef23,0.0,-7.266184329986572,0.30257487297058105
2,16418930,3fdfc6f2-0c2a-48d0-8492-0d8333439f39,0.0,-10.384163856506348,0.3517932891845703
2,16418930,3df01db9-af08-4b53-8964-0356a21234e7,0.4,-10.594423294067383,0.28607791662216187
2,16418930,697d03b6-66d1-4f51-af61-e8a494ac5b3c,0.3,-7.347512245178223,0.360514760017395
2,16418930,0a1c7b66-e166-4b30-9bc1-3d3344a54f27,0.4,-5.579103469848633,0.3010493516921997
2,16418930,1f7fda12-ca26-4328-8a08-ca9e9edc6821,0.2,-8.95887565612793,0.34304702281951904
2,16418930,a31976f9-8848-4195-981c-9e6546b006bc,0.1,-6.460887908935547,0.3999061584472656
2,16418930,fe76fcdc-b3b0-4aec-8053-3da355519b64,0.1,-11.16265869140625,0.3791409730911255
2,16418930,2766a866-e8cb-4de3-b5af-9d23310d69c6,0.3,-9.944723129272461,0.2819298505783081
2,16418930,74242ad4-1e8c-41db-8fd9-98aff33061e8,0.4,-2.782011032104492,0.29338836669921875
2,16418930,be21fe51-22d4-4165-987f-ec8ed4783077,0.1,-9.78818130493164,0.29393547773361206
2,16418930,adee6483-10cf-4de5-a150-8116f3bcc957,0.3,-1.4274605512619019,0.2921265959739685
2,16418930,5cac492d-7db9-4f8e-81e0-caa771788cf8,0.3,-5.404111862182617,0.3775544762611389
2,16418930,c101782b-e9c9-4eb2-b4b7-fd7ff2570e0b,0.1,-10.445062637329102,0.3248714208602905
2,16418930,871424a9-9ed5-404e-a76b-453f695e2834,0.0,-6.857916831970215,0.32708072662353516
2,16418930,e5cd35d0-781c-4e7a-912f-117b6d023c3e,0.4,-8.412940979003906,0.32785868644714355
2,16418930,9aec55d1-6d20-4b36-bca4-4d8e40f05003,0.2,-4.745826244354248,0.26214975118637085
2,16418930,a279d70c-d6b2-418b-815e-80ea714c06b2,0.3,-3.757054567337036,0.32193267345428467
2,16418930,fe351d4d-4e8f-468e-b6df-924e4bef3271,0.0,-10.580269813537598,0.4289228916168213
2,16418930,f3c16948-1080-40d6-8af7-ecdc77b09b95,0.1,-10.679380416870117,0.3042703866958618
2,16418930,c08edcb7-d12a-4a4e-bcc6-9895ab9ef7ef,0.1,-10.926633834838867,0.3547743558883667
2,16418930,7d3fddd0-f7cd-4203-8da8-67ea040a72f2,0.4,-9.365669250488281,0.26378095149993896
2,16418930,f5713ed8-71b0-47ec-b61c-bfb83b08ee5b,0.4,-6.664510726928711,0.3473125696182251
2,16418930,3170db17-346a-4518-8b36-c5401b7e170b,0.4,-1.0329934358596802,0.2928605079650879
2,16418930,84d128ac-6234-4ce3-a17c-9bef3213ab15,0.1,-8.21319580078125,0.37558430433273315
2,16418930,6849e592-ddc8-4dd7-8b35-670688fd9dd8,0.1,-9.074851989746094,0.37838006019592285
2,16418930,078b0573-18ee-4442-870f-9840916644ca,0.5,-7.580624103546143,0.3770862817764282
2,16418930,89132a08-eb12-4c9c-a55b-f3fa9a92719a,0.0,-9.216429710388184,0.33840465545654297
2,16418930,67653c64-8c3f-407c-ab02-7e18cc69532d,0.1,-9.13753890991211,0.3477523922920227
2,16418930,7e75a3c9-d597-43ac-ac1f-e1b78fa05fe8,0.4,-3.558335065841675,0.3171170949935913
2,16418930,6a2a2a9b-aeea-4ab0-a385-2323648d3d5e,0.4,-2.7523179054260254,0.40157681703567505
2,16418930,57c18809-5555-48c9-b811-51f853e31588,0.0,-8.655139923095703,0.4122205972671509
2,16418930,02b10fd4-d30d-46bc-b842-b7c4ded6b397,0.2,-6.116022109985352,0.39059317111968994
2,16418930,ab6e5f57-9c40-4894-ac90-303a69562dc9,0.1,-5.4937663078308105,0.3531571626663208
2,16418930,5b97afaa-d3da-4ddf-87b2-58016758ffa8,0.3,-4.2225542068481445,0.3756093978881836
2,16418930,cfa04496-25df-4e7e-8f19-7607043a7589,0.3,-5.434030532836914,0.2929338216781616
2,16418930,052fae28-c53a-4c0a-92e4-46ec2c51cc10,0.0,-9.780200958251953,0.41256773471832275
2,16418930,a2eb6f21-4358-4af7-a077-000c852c1d36,0.5,-7.722542762756348,0.32187795639038086
2,16418930,aa0dfcd4-0774-4460-a885-6b08ee1fd49a,0.2,-3.1303048133850098,0.32132405042648315
2,16418930,8cad8ffc-0d7a-4af5-b747-5961606b6dd4,0.0,-11.328592300415039,0.35806775093078613
2,16418930,122f5c10-21f7-4fa5-9abf-64e93ba4d16f,0.2,-6.73065185546875,0.31912994384765625
2,16418930,e702d7f8-f07f-4cca-8bb3-2cee85a54d61,0.3,-0.9659149646759033,0.3276183009147644
2,16418930,e9d6ee44-1121-47cc-b89c-9d738a798d34,0.1,-8.667665481567383,0.4670230746269226
2,16418930,1f917b65-0405-47e2-b0cd-985431acad0e,0.4,-4.696813583374023,0.45662856101989746
2,16418930,a5f8059e-e4e2-4ce7-9eaa-d6bb023f2884,0.0,-11.061988830566406,0.38776713609695435
2,16418930,a2904e32-efde-409f-b3c7-e2f1fc514417,0.5,-11.242158889770508,0.3455106019973755
2,16418930,1cd5cc43-22c2-46bd-ad2c-193e7c2c77d4,0.0,-10.57305908203125,0.3571056127548218
2,16418930,89884591-23e1-4537-b145-098ba07225e6,0.0,-8.15064525604248,0.41267359256744385
2,16418930,091970cb-0114-4c19-b8d1-3b87497ce844,0.4,-10.744974136352539,0.3844515085220337
2,16418930,4edbe9f3-d287-4638-80ff-654c04d8e304,0.0,-10.618807792663574,0.3962160348892212
2,16418930,2a8aecea-038d-469c-9f51-87807ca27e67,0.2,-10.42585563659668,0.3385661840438843
2,16418930,d2ee741f-3534-4209-90cb-11585fc2ba22,0.4,-9.677101135253906,0.3141663074493408
2,16418930,5e6769ee-a87e-411f-863c-4664de1acc6f,0.6,-1.6355042457580566,0.37201082706451416
2,16418930,53994270-b429-4031-acb3-883ef4874abc,0.2,-8.823384284973145,0.3934759497642517
2,16418930,f10b0368-02d2-4ba9-8d04-ecfa7e679e7e,0.2,-8.190204620361328,0.33557677268981934
2,16418930,5d4db691-a8ee-4b2c-a9d1-5f69114b209c,0.0,-7.769068717956543,0.35608673095703125
2,16418930,8e12e00d-5f68-4f30-b6bf-bded8f84cea7,0.5,-8.742172241210938,0.39284223318099976
2,16418930,d776ff92-3ef1-4310-b24e-9ace090dbfc3,0.0,-10.48623275756836,0.4006798267364502
2,16418930,a0869195-65cc-484a-866c-933418a9d2ec,0.2,-4.072287082672119,0.4593496322631836
2,16418930,3ddaba60-386e-4cd5-8efd-03d6d4e54480,0.3,-10.716434478759766,0.3698699474334717
2,16418930,ee82296e-553d-412f-9e10-44771ef8ba5b,0.0,-9.487202644348145,0.3477904200553894
2,16418930,d4cb33e0-d8ca-441e-bd01-524ea3d303e1,0.0,-10.89981460571289,0.40921926498413086
2,16418930,79c23430-6e64-4601-916a-ed84c9bd8f8a,0.4,-2.674579381942749,0.31750577688217163
2,16418930,c3950c41-862f-406d-9a46-9fe61df9f03a,0.3,-1.140702724456787,0.3245581388473511
2,16418930,f5931bd9-6d08-4bf4-8c86-3de2cf99b167,0.0,-9.697492599487305,0.359730064868927
2,16418930,a86ab6fd-2c04-4fca-a148-e91ae26c5711,0.5,-3.477752685546875,0.394598126411438
2,16418930,119bd06e-60c1-4cb0-8eec-b201af2612ad,0.5,-2.468010425567627,0.35003411769866943
2,16418930,db285fe7-ab84-4946-a893-dfab304e5512,0.3,-8.76237678527832,0.35028594732284546
2,16418930,b27fa132-234b-4744-a6be-8267af25551d,0.3,-5.343355178833008,0.3053913712501526
2,16418930,790ab237-ddb1-4e04-83e1-8f02ae4303f7,0.3,-1.6919690370559692,0.40560460090637207
2,16418930,58c11ca4-73f4-4947-858f-2b4ac1dac5aa,0.2,-11.143962860107422,0.4179381728172302
2,16418930,873c99e8-b410-4eb5-8e93-d307dfb73356,0.2,-9.03576946258545,0.434810996055603
2,16418930,ab280cf5-a743-49f3-bcf4-fb986f3dd808,0.0,-10.927003860473633,0.3480430245399475
2,16418930,1ceb76b9-9901-4a74-b11f-b66ab8a63a81,0.3,-4.561988830566406,0.39266228675842285
2,16418930,e77a44c3-8c21-4c42-82e3-81a1af670125,0.0,-10.647866249084473,0.32097697257995605
2,16418930,33c0e576-e96c-4aee-afc5-dd1a390bd184,0.4,-9.552173614501953,0.2943152189254761
2,16418930,1374ad7f-9f72-408e-a7b4-91ddae465cd6,0.0,-11.07664966583252,0.3525954484939575
2,16418930,114ebb62-d8c2-4812-8eda-f70224a8621d,0.1,-10.493334770202637,0.36845529079437256
2,16418930,d7d11a9c-aeb1-475f-81b8-970d94fc6300,0.2,-10.0189847946167,0.3614070415496826
2,16418930,7d7b0232-2563-40a6-af58-7ba425fffde4,0.0,-11.10867691040039,0.3757549524307251
2,16418930,ed6bf622-db72-4c2b-b853-8d7d13091f36,0.0,-8.950998306274414,0.3625715970993042
2,16418930,a408d96f-5c7a-4218-8f8a-c70f29e1dc19,0.0,-8.93522834777832,0.39916568994522095
2,16418930,551f3494-470b-4dc8-b53e-7d5116e6237a,0.0,-11.241667747497559,0.30485987663269043
2,16418930,2ce7c0ce-a576-4674-bdce-7f0cb5fbb04c,0.0,-11.321466445922852,0.3671918511390686
2,16418930,65486370-4ea2-45e1-ae37-909d5e8a721d,0.0,-9.265037536621094,0.4235858917236328
2,16418930,e75b0250-0577-47b0-9f02-3ad1fb7c73f9,0.1,-11.099052429199219,0.4138798117637634
