query_idx,query_gt_id,doc_id,llm_score,cross_score,distance
3,9488747,17931878,0.2,-11.109617233276367,0.7710529267787933
3,9488747,10514122,0.0,-11.18514633178711,0.8152240663766861
3,9488747,22349424,0.0,-10.965532302856445,0.9040077403187752
3,9488747,19230732,0.0,-10.88360595703125,0.955367773771286
3,9488747,24729466,0.0,-11.150320053100586,0.8167227208614349
3,9488747,11151308,0.0,-11.232240676879883,0.9376099035143852
3,9488747,25871877,0.0,-10.601670265197754,0.9996435632929206
3,9488747,12572787,0.0,-11.305144309997559,0.8430083990097046
3,9488747,22403629,0.0,-11.21437931060791,1.007735002785921
3,9488747,21814522,0.0,-11.2713623046875,0.8701136410236359
3,9488747,16924009,0.0,-11.167724609375,0.8770912513136864
3,9488747,18609047,0.0,-11.188043594360352,1.0517107136547565
3,9488747,18330457,0.0,-11.191530227661133,0.9673966132104397
3,9488747,10426852,0.0,-11.234447479248047,0.9322995841503143
3,9488747,16387751,0.0,-11.218076705932617,0.8534131944179535
3,9488747,18460487,0.0,-11.240182876586914,0.8792974725365639
3,9488747,22739399,0.0,-11.250090599060059,0.9248316958546638
3,9488747,18515963,0.0,-11.280219078063965,0.9421741329133511
3,9488747,26610346,0.0,-11.153478622436523,0.9797557853162289
3,9488747,15874894,0.0,-11.218729972839355,0.8761077374219894
3,9488747,26084484,0.0,-11.204814910888672,0.9593018218874931
3,9488747,23044253,0.0,-11.156532287597656,0.9678972959518433
3,9488747,23028979,0.0,-11.285359382629395,0.938269354403019
3,9488747,16224507,0.0,-11.222618103027344,1.0199007466435432
3,9488747,18228133,0.0,-11.257444381713867,1.0118522820994258
3,9488747,10204829,0.0,-11.118722915649414,0.9578103646636009
3,9488747,17472027,0.0,-11.185993194580078,0.9364660084247589
3,9488747,10801414,0.0,-11.138850212097168,0.9981358926743269
3,9488747,9846242,0.0,-11.251104354858398,0.9168961644172668
3,9488747,19067099,0.0,-11.087858200073242,0.9436970725655556
3,9488747,7954585,0.0,-11.029547691345215,0.8246821761131287
3,9488747,16891631,0.0,-11.205621719360352,0.9147442430257797
3,9488747,15812255,0.0,-11.100641250610352,0.8810459077358246
3,9488747,27104883,0.0,-11.187789916992188,1.0408210530877113
3,9488747,17263897,0.0,-11.191740036010742,0.9631755463778973
3,9488747,18091999,0.0,-11.227754592895508,0.9763876236975193
3,9488747,25080363,0.0,-11.204280853271484,0.9187098890542984
3,9488747,8628604,0.0,-10.807079315185547,0.8037335872650146
