query_idx,is_gt,llm_score,dist_to_gt,doc_id
1,True,1.0,0.0,21645374
1,False,1.0,0.13472259044647217,22828052
1,False,0.8,0.20699071884155273,25547402
1,False,0.8,0.2742905616760254,16533833
1,False,0.6,0.35790860652923584,22530652
1,False,0.2,0.32951414585113525,24626218
1,False,0.2,0.40854883193969727,24138025
1,False,0.6,0.3589928150177002,19536333
1,False,0.6,0.36482906341552734,19453296
1,False,0.6,0.38407695293426514,26002256
1,False,0.1,0.4284787178039551,17964159
1,False,0.2,0.38115769624710083,25887788
1,False,0.2,0.45138055086135864,21613162
1,False,0.2,0.41400665044784546,23672620
1,False,0.2,0.4276474714279175,21911452
1,False,0.4,0.3553265333175659,21912606
1,False,0.4,0.3703113794326782,21627843
1,False,0.2,0.4193006753921509,23327451
1,False,0.2,0.4426906108856201,22184618
1,False,0.2,0.445581316947937,20598116
1,False,0.1,0.907228872179985,27521440
1,False,0.1,0.9432090632617474,25991973
1,False,0.2,0.708832174539566,11497289
1,False,0.1,0.930506020784378,12006438
1,False,0.1,0.9197220504283905,22713863
1,False,0.1,0.7652478516101837,19788048
1,False,0.1,1.031429834663868,27717129
1,False,0.1,1.0442685410380363,23329532
1,False,0.1,1.0489777103066444,20467999
1,False,0.1,1.0339266136288643,18251337
2,True,1.0,0.0,16418930
2,False,0.6,0.258339524269104,25266829
2,False,0.4,0.2714024782180786,25875680
2,False,0.6,0.257199764251709,25266833
2,False,0.6,0.34180748462677,20001950
2,False,0.1,0.30026566982269287,17106405
2,False,0.6,0.28572869300842285,17962490
2,False,0.8,0.3501276969909668,23074213
2,False,0.6,0.35123103857040405,10071147
2,False,0.8,0.24211978912353516,10966943
2,False,0.6,0.2416459321975708,19390474
2,False,0.6,0.2782500386238098,17591881
2,False,0.6,0.27644026279449463,10837378
2,False,0.4,0.3084503412246704,14638710
2,False,0.2,0.3221036195755005,27799577
2,False,0.2,0.3295431137084961,16877445
2,False,0.2,0.3176894187927246,26002005
2,False,0.2,0.3050383925437927,9063262
2,False,0.2,0.332703173160553,12395918
2,False,0.2,0.2775874137878418,15162287
2,False,0.1,0.9804991353303194,9605692
2,False,0.1,0.8703122138977051,12801845
2,False,0.1,0.9322913587093353,10916085
2,False,0.1,0.9240075871348381,25765567
2,False,0.1,0.9067732244729996,8734235
2,False,0.1,0.8215499669313431,25073668
2,False,0.1,0.8959610536694527,22962067
2,False,0.1,0.9146494120359421,17880332
2,False,0.1,0.9082270562648773,20814199
2,False,0.1,0.9626163505017757,19815810
3,True,1.0,0.0,9488747
3,False,0.4,0.2676057815551758,20337828
3,False,0.2,0.3553776144981384,26267219
3,False,0.2,0.38985419273376465,16083796
3,False,0.1,0.3305013179779053,12948064
3,False,0.2,0.4555220603942871,27004766
3,False,0.4,0.420613169670105,11100028
3,False,0.2,0.3327483534812927,11301639
3,False,0.2,0.35915786027908325,15947488
3,False,0.2,0.40500593185424805,20128232
3,False,0.2,0.40882182121276855,22176200
3,False,0.2,0.4237067699432373,20704630
3,False,0.2,0.43781566619873047,19120332
3,False,0.2,0.4169957637786865,27240837
3,False,0.2,0.41546761989593506,12746667
3,False,0.2,0.35368478298187256,25201763
3,False,0.2,0.42009830474853516,25263736
3,False,0.2,0.45192408561706543,16599244
3,False,0.2,0.3867148160934448,18001415
3,False,0.2,0.4355542063713074,16394382
3,False,0.1,0.9010094255208969,24357053
3,False,0.1,0.9834708739072084,12470398
3,False,0.1,0.9629556089639664,27611446
3,False,0.1,0.6905497312545776,15131585
3,False,0.1,0.962048128247261,9737625
3,False,0.1,0.9215924441814423,21181120
3,False,0.1,0.9686238765716553,15088080
3,False,0.1,0.9023540318012238,21102370
3,False,0.1,0.8156612515449524,19785778
3,False,0.1,0.9137154147028923,25310188
4,True,1.0,0.0,17208539
4,False,0.2,0.30223190784454346,10613472
4,False,0.1,0.37285125255584717,20018425
4,False,0.2,0.27999579906463623,21564465
4,False,0.1,0.3653217554092407,19390762
4,False,0.1,0.38571393489837646,27832349
4,False,0.1,0.39454931020736694,17826481
4,False,0.1,0.37069129943847656,19617750
4,False,0.1,0.3968368172645569,17386907
4,False,0.2,0.26461291313171387,14666463
4,False,0.1,0.45004963874816895,25668133
4,False,0.2,0.3768238425254822,21437746
4,False,0.2,0.28577935695648193,21689359
4,False,0.1,0.34338808059692383,10231658
4,False,0.1,0.46489858627319336,7924718
4,False,0.2,0.31879258155822754,19486089
4,False,0.1,0.46990710496902466,25537826
4,False,0.1,0.3153111934661865,8918443
4,False,0.1,0.4283422827720642,24770463
4,False,0.1,0.4272059202194214,21654253
4,False,0.1,0.7464066743850708,22040119
4,False,0.1,0.95145583152771,26539760
4,False,0.1,0.8494224548339844,12668488
4,False,0.1,0.8923855572938919,8285891
4,False,0.1,0.9673102982342243,10549987
4,False,0.1,0.8896432891488075,10067663
4,False,0.1,0.7353502213954926,19524976
4,False,0.1,0.7966358661651611,25726195
4,False,0.1,0.8723769783973694,23081825
4,False,0.1,0.7200059294700623,25994778
5,True,1.0,0.0,10808977
5,False,0.4,0.24854671955108643,18442771
5,False,0.6,0.24496746063232422,11555074
5,False,0.8,0.26861488819122314,26355038
5,False,1.0,0.1261976957321167,10407709
5,False,0.6,0.2570298910140991,21861265
5,False,0.8,0.21177661418914795,17875264
5,False,0.8,0.11000144481658936,26735295
5,False,1.0,0.1044464111328125,8279610
5,False,0.8,0.24291986227035522,8203989
5,False,0.6,0.2907881736755371,11184666
5,False,0.6,0.27519500255584717,20303844
5,False,0.6,0.2609750032424927,19095095
5,False,0.6,0.25872647762298584,20393077
5,False,0.8,0.23726105690002441,9566175
5,False,0.4,0.2408813238143921,14636801
5,False,0.4,0.265289306640625,18854475
5,False,0.4,0.27616214752197266,16641665
5,False,0.8,0.20373249053955078,10752971
5,False,0.8,0.12321865558624268,18469422
5,False,0.1,0.9810990504920483,21318431
5,False,0.1,0.9579064324498177,14602286
5,False,0.1,1.0001810993999243,25253303
5,False,0.1,1.0251740254461765,19396427
5,False,0.1,0.9524904899299145,24471021
5,False,0.1,1.1151889562606812,21072498
5,False,0.1,0.96296626329422,20470666
5,False,0.1,0.8981782272458076,15364624
5,False,0.1,0.8832475244998932,23099115
5,False,0.1,1.0562951788306236,22660604
6,True,1.0,0.0,23831910
6,False,0.8,0.18743455410003662,19220668
6,False,0.6,0.12576299905776978,24798998
6,False,0.6,0.1717197299003601,21487872
6,False,0.8,0.22249644994735718,16990055
6,False,0.6,0.1559520959854126,22610006
6,False,0.8,0.20126032829284668,18350636
6,False,0.6,0.2482912540435791,22338852
6,False,0.8,0.1285722255706787,18266178
6,False,0.6,0.20018470287322998,26224642
6,False,0.6,0.3114864230155945,19670133
6,False,0.6,0.2919349670410156,20417720
6,False,0.6,0.27972668409347534,26183958
6,False,0.2,0.3018856644630432,18594970
6,False,0.6,0.19461798667907715,18562742
6,False,0.8,0.19504356384277344,18507092
6,False,0.6,0.20102697610855103,19609674
6,False,0.8,0.2061564326286316,17593459
6,False,0.4,0.30912792682647705,11490380
6,False,0.4,0.3801489472389221,26169643
6,False,0.1,0.9178007617592812,23433336
6,False,0.1,0.867820143699646,12801310
6,False,0.1,0.8203441500663757,9747151
6,False,0.1,0.6992267072200775,22959901
6,False,0.1,0.8187191486358643,17393189
6,False,0.1,0.5458346009254456,18926516
6,False,0.1,0.9699312411248684,25010636
6,False,0.1,0.870526060461998,26791471
6,False,0.1,0.9284863770008087,19258436
6,False,0.1,0.9512631371617317,27495107
7,True,1.0,0.0,26037986
7,False,0.6,0.2396479845046997,21298533
7,False,0.8,0.24322903156280518,22921919
7,False,0.4,0.2437748908996582,19628097
7,False,0.6,0.26474905014038086,24158206
7,False,0.6,0.23631930351257324,19245904
7,False,0.2,0.23776572942733765,12582758
7,False,0.4,0.27655279636383057,24962190
7,False,0.8,0.30551254749298096,26958792
7,False,0.6,0.29294753074645996,25115424
7,False,0.2,0.28703218698501587,23111041
7,False,0.8,0.2022188901901245,27783141
7,False,0.6,0.2562652826309204,20033728
7,False,0.6,0.3061121702194214,24169190
7,False,0.6,0.22331762313842773,21774701
7,False,0.2,0.26112616062164307,25698077
7,False,0.4,0.33651846647262573,20123333
7,False,0.2,0.32612723112106323,21792714
7,False,0.4,0.3121378421783447,27217860
7,False,0.6,0.2898097038269043,26601647
7,False,0.1,0.6807160377502441,23114247
7,False,0.1,1.0435388423502445,19348623
7,False,0.1,1.084895484149456,19192112
7,False,0.1,0.9147702381014824,9426416
7,False,0.1,1.044521450996399,23550687
7,False,0.1,0.7688151895999908,23936509
7,False,0.1,0.750914141535759,7587765
7,False,0.1,0.990297949872911,18821667
7,False,0.1,0.7782949805259705,12093066
7,False,0.1,0.9687702897936106,24913183
8,False,0.6,0.3187718987464905,19491151
8,True,1.0,0.0,26852225
8,False,0.8,0.2937338352203369,25406269
8,False,0.6,0.3620535731315613,22042508
8,False,0.8,0.3795166015625,23295365
8,False,0.6,0.3854405879974365,25440733
8,False,0.6,0.40115320682525635,21334461
8,False,0.8,0.33307188749313354,27279554
8,False,0.4,0.36782026290893555,24932141
8,False,0.4,0.3351227641105652,25782212
8,False,0.2,0.40630650520324707,27495797
8,False,0.6,0.35755330324172974,26415517
8,False,0.4,0.3845402002334595,10341387
8,False,0.2,0.4124222993850708,12479991
8,False,0.4,0.43439698219299316,15511708
8,False,0.6,0.34777259826660156,27081381
8,False,0.4,0.32633674144744873,22837368
8,False,0.2,0.4167868494987488,23904678
8,False,0.2,0.43749868869781494,25377356
8,False,0.8,0.3536413908004761,18714785
8,False,0.1,0.910446360707283,21477733
8,False,0.1,0.926995187997818,25681674
8,False,0.1,0.9750285595655441,27680978
8,False,0.1,0.9155668914318085,18269330
8,False,0.1,0.9572858102619648,26640929
8,False,0.1,0.9839356318116188,16684369
8,False,0.1,0.9034010320901871,19636379
8,False,0.1,0.9037429094314575,25523055
8,False,0.1,0.9968761261552572,20815855
8,False,0.1,0.912201389670372,26293830
9,True,1.0,0.0,17113061
9,False,0.8,0.20181059837341309,23078883
9,False,0.8,0.20437031984329224,23136402
9,False,0.8,0.19819378852844238,22100832
9,False,0.8,0.2811044454574585,22172243
9,False,0.6,0.23971033096313477,8650712
9,False,0.6,0.23014402389526367,21924425
9,False,0.6,0.2597373127937317,16677651
9,False,0.6,0.1866588592529297,12637699
9,False,0.6,0.23759841918945312,11988625
9,False,0.4,0.33511555194854736,18672311
9,False,0.6,0.25333964824676514,20847302
9,False,0.6,0.28452587127685547,23704105
9,False,0.6,0.22054922580718994,20655044
9,False,0.6,0.2673094868659973,19515372
9,False,0.6,0.23557531833648682,17065682
9,False,0.6,0.32921361923217773,12511751
9,False,0.6,0.2757200002670288,22653163
9,False,0.8,0.21871930360794067,18675980
9,False,0.6,0.21067780256271362,8841324
9,False,0.1,0.8515709042549133,27752058
9,False,0.1,0.8852587565779686,25765847
9,False,0.1,0.9936151690781116,26184011
9,False,0.1,0.9898089002817869,25598294
9,False,0.1,0.8525121808052063,25115993
9,False,0.1,0.7436039745807648,22647976
9,False,0.1,0.9873367724940181,10563212
9,False,0.1,0.8938878625631332,24591078
9,False,0.1,0.7999398410320282,19155150
9,False,0.1,0.7714566737413406,9167112
10,True,1.0,0.0,10966337
